goods_no,category,base_cat,brand,brand_name,title,style_no,similar_no,gender,season,season_year,thumbnail,price_normal,price_final,review_count,review_score,purchase_total,page_view,fit,touch,elasticity,sheer,thickness,wear_season,color_codes,sizes,gallery,tags,size_type,size_measures,survey,ai_summary,ingest_tag,fetched_at
5900375,001011,017016003,lululemon,룰루레몬,패스트 앤 프리 탱크탑 *라이트  BALF,LW1FJOS-062214,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260115/5900375/5900375_17823587640033_500.jpg,78000,39000,0,0,0,2634,,,,,,,{34},"{""Bay Leaf^XXXS"",""Bay Leaf^XXS"",""Bay Leaf^XS"",""Bay Leaf^S"",""Bay Leaf^M"",""Bay Leaf^L"",""Bay Leaf^XL""}","{/images/prd_img/20260115/5900375/detail_5900375_17823587646143_500.jpg,/images/prd_img/20260115/5900375/detail_5900375_17823587647509_500.jpg,/images/prd_img/20260115/5900375/detail_5900375_17823587648834_500.jpg,/images/prd_img/20260115/5900375/detail_5900375_17823587650321_500.jpg,/images/prd_img/20260115/5900375/detail_5900375_17823587651608_500.jpg}",{패스트앤프리},,,,,,2026-08-12 03:47:03.50325+00
5900376,001011,017016003,lululemon,룰루레몬,패스트 앤 프리 탱크탑 *라이트  SRNB,LW1FJOS-032507,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260115/5900376/5900376_17823587699624_500.jpg,78000,39000,0,0,0,3797,,,,,,,{7},"{""Serene Blue^XXXS"",""Serene Blue^XXS"",""Serene Blue^XS"",""Serene Blue^S"",""Serene Blue^M"",""Serene Blue^L"",""Serene Blue^XL""}","{/images/prd_img/20260115/5900376/detail_5900376_17823587705410_500.jpg,/images/prd_img/20260115/5900376/detail_5900376_17823587706674_500.jpg,/images/prd_img/20260115/5900376/detail_5900376_17823587708023_500.jpg,/images/prd_img/20260115/5900376/detail_5900376_17823587709418_500.jpg,/images/prd_img/20260115/5900376/detail_5900376_17823587710807_500.jpg}",{패스트앤프리},,,,,,2026-08-12 03:47:03.50325+00
5907034,001011,017016003,lululemon,룰루레몬,원더모스트 Ultra Soft Nulu 튜브탑  BLK,LW1ESDS-0001,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260119/5907034/5907034_17864290956147_500.jpg,67000,41000,0,0,0,122,,,,,,,{2},"{Black^XXS,Black^S,Black^M,Black^L,Black^XL,Black^XS,Black^XXL}","{/images/prd_img/20260119/5907034/detail_5907034_17864290962257_500.jpg,/images/prd_img/20260119/5907034/detail_5907034_17864290963722_500.jpg,/images/prd_img/20260119/5907034/detail_5907034_17864290965494_500.jpg,/images/prd_img/20260119/5907034/detail_5907034_17864290967046_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
5923701,001001,017016005,biltmore,빌트모아,여성 골프 아이스 밴드 반소매 티셔츠,K0RWSH1090,0,여성,1,0000,https://image.msscdn.net/images/goods_img/20260122/5923701/5923701_17800196655170_500.jpg,29000,29000,0,0,0,0,레귤러,부드러움,있음,없음,얇음,여름,"{2,36,5}","{블랙^90,블랙^95,블랙^100,블랙^105,네이비^90,네이비^95,네이비^100,네이비^105,베이지^90,베이지^95,베이지^100,베이지^105}","{/images/prd_img/20260122/5923701/detail_5923701_17800196720595_500.jpg,/images/prd_img/20260122/5923701/detail_5923701_17800196727570_500.jpg,/images/prd_img/20260122/5923701/detail_5923701_17800196734579_500.jpg,/images/prd_img/20260122/5923701/detail_5923701_17800196742173_500.jpg}","{골프연습복,골프웨어,골프티셔츠,냉감티셔츠,라운드티셔츠,라운딩룩,여성골프웨어,쿨아이템}",5,"[{""name"": ""90"", ""items"": [{""name"": ""총장"", ""value"": 54.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 43.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 46.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 18.0, ""recommendSizeRange"": 5}]}, {""name"": ""95"", ""items"": [{""name"": ""총장"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 45.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 49.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 19.0, ""recommendSizeRange"": 5}]}, {""name"": ""100"", ""items"": [{""name"": ""총장"", ""value"": 57.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 46.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 51.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""105"", ""items"": [{""name"": ""총장"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5933047,001004,001004,rollingrolleye,롤링롤라이,집업후드 네스트 블랙,RE5UCL036,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260123/5933047/5933047_17691567455667_500.jpg,235000,235000,0,0,0,0,,,,,,,{2},"{S,M,L,XL,2XL,3XL}","{/images/prd_img/20260123/5933047/detail_5933047_17691567461577_500.jpg,/images/prd_img/20260123/5933047/detail_5933047_17691567463280_500.jpg,/images/prd_img/20260123/5933047/detail_5933047_17691567465995_500.jpg,/images/prd_img/20260123/5933047/detail_5933047_17691567467850_500.jpg}",,21,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 41.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 49.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 60.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 42.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 61.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 43.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 45.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 63.0, ""recommendSizeRange"": 5}]}, {""name"": ""2XL"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 47.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 64.0, ""recommendSizeRange"": 5}]}, {""name"": ""3XL"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 68.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5996508,001004,017016007,muscolo,머스콜로,트윈로고 사이드라인 오버핏 후드티셔츠 - 블랙,EB_SLTOP_KK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260209/5996508/5996508_17820607659230_500.png,58000,58000,0,0,0,0,,,,,,,{2},"{1,2,3}","{/images/prd_img/20260209/5996508/detail_5996508_17820607665192_500.png,/images/prd_img/20260209/5996508/detail_5996508_17820607666656_500.png,/images/prd_img/20260209/5996508/detail_5996508_17820607668265_500.png,/images/prd_img/20260209/5996508/detail_5996508_17820607669695_500.png}",,21,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 65.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 84.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 78.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 67.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6008465,001001,017016005,earthcalmera,얼스캄에라,[3팩] 쿨메쉬 스포츠 숏슬리브_3컬러,ECT005,0,남성,"",0000,https://image.msscdn.net/images/goods_img/20260211/6008465/6008465_17851330946480_500.jpg,43000,25200,20,98,75,404,레귤러,약간|부드러움,있음,거의 없음,약간 얇음,"봄,여름",{1},"{""화이트 + 그레이 + 블랙^M"",""화이트 + 그레이 + 블랙^L"",""화이트 + 그레이 + 블랙^XL"",""화이트 + 그레이 + 블랙^XXL""}","{/images/prd_img/20260211/6008465/detail_6008465_17851331025122_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17851331053820_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833611087_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833619476_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833627997_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833637240_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833646327_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833656004_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833663455_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833675413_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833681005_500.jpg,/images/prd_img/20260211/6008465/detail_6008465_17727833687048_500.jpg}","{러닝,러닝복,무배당발,반소매티,반팔티셔츠,운동복,티셔츠}",5,"[{""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 42.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 44.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 45.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.0, ""recommendSizeRange"": 5}]}, {""name"": ""XXL"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 47.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6024242,001001,017016005,discoveryexpedition,디스커버리 익스페디션,여성 셔링 반팔티셔츠 (D/PINK),DWRS9T063-PKD,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260213/6024242/6024242_17841712481812_500.jpg,59000,59000,0,0,0,157,,,,,,,{73},"{90,95,100}","{/images/prd_img/20260213/6024242/detail_6024242_17709593036309_500.jpg,/images/prd_img/20260213/6024242/detail_6024242_17709593011845_500.jpg,/images/prd_img/20260213/6024242/detail_6024242_17709593016165_500.jpg,/images/prd_img/20260213/6024242/detail_6024242_17709593019844_500.jpg,/images/prd_img/20260213/6024242/detail_6024242_17709593025128_500.jpg,/images/prd_img/20260213/6024242/detail_6024242_17709593028544_500.jpg,/images/prd_img/20260213/6024242/detail_6024242_17709593032133_500.jpg}","{디스커버리티셔츠,반팔티셔츠,여성반팔티,여성티셔츠}",,,,,,2026-08-12 03:47:03.50325+00
6027348,001011,017016003,lululemon,룰루레몬,비캄 릴랙스 핏 슬리브리스 셔츠  HBLK,LM1382S-1966,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260216/6027348/6027348_17823560061051_500.jpg,93000,93000,5,96,0,1233,,,,,,,{2},"{Black^XS,Black^S,Black^M,Black^L,Black^XL,Black^XXL,Black^2XL}","{/images/prd_img/20260216/6027348/detail_6027348_17823560068490_500.jpg,/images/prd_img/20260216/6027348/detail_6027348_17823560069856_500.jpg,/images/prd_img/20260216/6027348/detail_6027348_17823560071198_500.jpg,/images/prd_img/20260216/6027348/detail_6027348_17823560072616_500.jpg}",,,,"{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6058969,001004,017016007,hydrogen,하이드로겐,유니 콘초 그래픽 후드티,H31F1FH297_IV,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6058969/6058969_17720787522333_500.jpg,249000,249000,0,0,0,0,,,,,,,{23},"{IV_S,IV_M,IV_L,IV_XL}",,,21,"[{""name"": ""IV_S"", ""items"": [{""name"": ""총장"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 57.0, ""recommendSizeRange"": 5}]}, {""name"": ""IV_M"", ""items"": [{""name"": ""총장"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 60.5, ""recommendSizeRange"": 5}]}, {""name"": ""IV_L"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 61.5, ""recommendSizeRange"": 5}]}, {""name"": ""IV_XL"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 62.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059020,001003,017016006,hydrogen,하이드로겐,유니 타이다잉 티셔츠,H31F2TR125_KH,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059020/6059020_17720790415091_500.jpg,179000,179000,0,0,0,0,,,,,,,{83},"{KH_M,KH_L,KH_XL}",,,5,"[{""name"": ""KH_M"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}, {""name"": ""KH_L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.5, ""recommendSizeRange"": 5}]}, {""name"": ""KH_XL"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059055,001003,017016006,hydrogen,하이드로겐,남성 헤리티지 본즈 반팔 티셔츠,H11F2TR227_MG,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059055/6059055_17720792620902_500.jpg,149000,149000,0,0,0,0,,,,,,,{24},"{MG_M,MG_L,MG_XL}",,,5,"[{""name"": ""MG_M"", ""items"": [{""name"": ""총장"", ""value"": 69.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 49.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 56.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.5, ""recommendSizeRange"": 5}]}, {""name"": ""MG_L"", ""items"": [{""name"": ""총장"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}, {""name"": ""MG_XL"", ""items"": [{""name"": ""총장"", ""value"": 72.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059064,001003,017016006,hydrogen,하이드로겐,남성 파이어 본즈 반팔 티셔츠,H11F2TR220_BK,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059064/6059064_17720793146211_500.jpg,149000,149000,0,0,0,0,,,,,,,{2},"{BK_M,BK_L,BK_XL}",,,5,"[{""name"": ""BK_M"", ""items"": [{""name"": ""총장"", ""value"": 68.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}, {""name"": ""BK_L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.5, ""recommendSizeRange"": 5}]}, {""name"": ""BK_XL"", ""items"": [{""name"": ""총장"", ""value"": 71.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059069,001003,017016006,hydrogen,하이드로겐,남성 콘초 그래픽 반팔 티셔츠,H11F2TR216_IV,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059069/6059069_17720793368164_500.jpg,149000,149000,0,0,0,0,,,,,,,{1},"{IV_M,IV_L,IV_XL}",,,5,"[{""name"": ""IV_M"", ""items"": [{""name"": ""총장"", ""value"": 68.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}, {""name"": ""IV_L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.5, ""recommendSizeRange"": 5}]}, {""name"": ""IV_XL"", ""items"": [{""name"": ""총장"", ""value"": 71.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059104,001003,017016006,hydrogen,하이드로겐,남성 에어 플러시 서커 카라 티셔츠,H11F2TO294_BG,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059104/6059104_17720795500000_500.jpg,199000,199000,0,0,0,0,,,,,,,{24},"{BG_M,BG_L,BG_XL}",,,5,"[{""name"": ""BG_M"", ""items"": [{""name"": ""총장"", ""value"": 68.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.5, ""recommendSizeRange"": 5}]}, {""name"": ""BG_L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""BG_XL"", ""items"": [{""name"": ""총장"", ""value"": 71.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059147,001004,017016007,hydrogen,하이드로겐,남성 와플 롱슬리브,H11F1TL208_GY,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059147/6059147_17720797307903_500.jpg,179000,179000,0,0,0,0,,,,,,,{25},"{GY_M,GY_L,GY_XL}",,,21,"[{""name"": ""GY_M"", ""items"": [{""name"": ""총장"", ""value"": 70.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 61.0, ""recommendSizeRange"": 5}]}, {""name"": ""GY_L"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.0, ""recommendSizeRange"": 5}]}, {""name"": ""GY_XL"", ""items"": [{""name"": ""총장"", ""value"": 73.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 64.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 63.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6059158,001004,017016007,hydrogen,하이드로겐,유니 콘초 그래픽 후드티,H31F1FH297_MG,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260226/6059158/6059158_17720797792133_500.jpg,249000,249000,0,0,0,0,,,,,,,{24},"{MG_S,MG_M,MG_L,MG_XL}",,,21,"[{""name"": ""MG_S"", ""items"": [{""name"": ""총장"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 57.0, ""recommendSizeRange"": 5}]}, {""name"": ""MG_M"", ""items"": [{""name"": ""총장"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 60.5, ""recommendSizeRange"": 5}]}, {""name"": ""MG_L"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 61.5, ""recommendSizeRange"": 5}]}, {""name"": ""MG_XL"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 62.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 62.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6079239,001001,017016005,discoveryexpedition,디스커버리 익스페디션,여성 프레시벤트 래글런 반팔티셔츠 (PINK),DWRS9I063-PKS,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260304/6079239/6079239_17841712468087_500.jpg,49000,49000,1,100,0,319,,,,,,,{45},"{85,90,95,100}","{/images/prd_img/20260304/6079239/detail_6079239_17730360537042_500.jpg,/images/prd_img/20260304/6079239/detail_6079239_17726058905295_500.jpg,/images/prd_img/20260304/6079239/detail_6079239_17726058908553_500.jpg,/images/prd_img/20260304/6079239/detail_6079239_17726058911890_500.jpg,/images/prd_img/20260304/6079239/detail_6079239_17726058916014_500.jpg,/images/prd_img/20260304/6079239/detail_6079239_17726058919719_500.jpg,/images/prd_img/20260304/6079239/detail_6079239_17726058923576_500.jpg}","{디스커버리티셔츠,반팔티셔츠,여성반팔티,여성티셔츠,쿨아이템}",,,"{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6089236,001010,001010,giemar,지에마르,DRAPE SHIRRING TEE SKYBLUE 드레이프 셔링티 스카이블루,P0000BHZ,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260305/6089236/6089236_17762364920718_500.jpg,85000,85000,0,0,0,0,,,,,,,{37},{FREE},"{/images/prd_img/20260305/6089236/detail_6089236_17762364927240_500.jpg,/images/prd_img/20260305/6089236/detail_6089236_17762364928838_500.jpg,/images/prd_img/20260305/6089236/detail_6089236_17762364930616_500.jpg,/images/prd_img/20260305/6089236/detail_6089236_17762364932011_500.jpg,/images/prd_img/20260305/6089236/detail_6089236_17762364933566_500.jpg}",,21,"[{""name"": ""FREE"", ""items"": [{""name"": ""총장"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 35.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 40.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 56.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
